,headline,article_text,source,bias,cleaned_text,compound,positive,neutral,negative
19,Farmers' Body 'Rail <i>Roko</i>' Protest Today Over Farmers' Killing In UP,"Four of the eight people who died in the violence on October 3 were farmersNew Delhi: The Samyukt Kisan Morcha (SKM) on Sunday said 'Rail Roko' protests will be held across the country on October 18 to demand the dismissal and arrest Union Minister Ajay Mishra in connection with the Lakhimpur Kheri incident.In a statement, the umbrella body of farmer unions spearheading the farmers' agitation against the Centre's three agri laws, said ""protests will only be intensified until justice is secured"" in the Lakhimpur Kheri case.The SKM said during the 'rail roko' protest, all train traffic will be stopped for six hours from 10 am till 4 pm on Monday.""To press for its demand for MoS Home Ajay Mishra's dismissal and arrest, so that justice can be secured in the Lakhimpur Kheri massacre, Samyukt Kisan Morcha has announced a nation-wide Rail Roko program tomorrow.""SKM put out a call to its constituents to stop rail traffic for six hours on October 18, between 10 am and 4 pm. The SKM asks for this action to be taken up peacefully, without any destruction and damage of any kind to any railway property,"" it said.Four of the eight people who died in the violence on October 3 were farmers, allegedly knocked down by a vehicle carrying BJP workers. Angry farmers then allegedly lynched some people in the vehicles.The other dead included two BJP workers and their driver.Farmers have claimed that Ashish Mishra was in one of the vehicles, an allegation denied by him and Ajay Mishra who say they can produce evidence to prove he was at an event at that time.Ashish Mishra was arrested in the case on October 9.The SKM also claimed that at effigy-burning events across Uttar Pradesh, several farmer leaders were put under house arrested while some were detained.PromotedListen to the latest songs, only on JioSaavn.comSKM condemns this and asks the UP government not to suppress the right to protest of ordinary citizens, it added.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",ndtv,L,,,,,
20,"Organisational Polls, UP Violence To Be Top Agenda At Key Congress Meet","During meeting, party leadership is also likely to decide on schedule for electing new Congress chief.New Delhi: Organisational elections, forthcoming assembly polls and the current political situation, including the Lakhimpur Kheri incident, will be on top of the agenda as the top Congress brass gathers here on Saturday for a meeting of the party's working committee.The first physical meeting of the Congress' top decision-making body, Congress Working Committee (CWC), since the outbreak of the COVID-19 pandemic has been convened after demands from some quarters within the party to discuss important issues, including some defections in the recent past.The meeting also comes amid rumblings within the Congress'' state units such as in Punjab, Chhattisgarh and Rajasthan where the party is in power.The G-23 leaders have been demanding the convening of the CWC with Kapil Sibal last month wondering who in the party was taking decisions in the absence of a full-time president and asserting that G23 leaders'' grouping is ""not a Jee Huzur 23"".Former leader of the Opposition in the Rajya Sabha Ghulam Nabi Azad had also written to the Congress president to convene a meeting of the CWC soon.During the meeting, the party leadership is also likely to decide on the schedule for electing the new Congress chief.The party in its CWC meeting held on January 22 had decided that the Congress would have an elected president by June 2021, but the same was deferred at the May 10 CWC meet in the wake of the COVID-19 situation.The latest meeting is being held in the wake of the Lakhimpur Kheri clashes on October 3 in which eight people lost their lives, including four farmers who were allegedly run over by an SUV belonging to the convoy of Union Minister of State for Home Ajay Kumar Mishra.Minister of State for Home Mishra's son Ashish Mishra, who has been named in an FIR, was arrested on Saturday by the Uttar Pradesh Police in connection with the mowing down of the four farmers.The incident has given enough ammo to the Congress to corner the BJP government and recapture the lost political space.The meeting is likely to discuss key issues such as price rise, farmers' protests and the economic situation of the country.The CWC meeting will also discuss certain dissenting notes rising within the party over the spate of defections and the party's poor electoral fortunes.Congress chief ministers Ashok Gehlot (Rajasthan), Bhupesh Baghel (Chhattisgarh) and Charanjit Channi (Punjab) are expected to be present at the meeting.Sonia Gandhi took over as the interim Congress president in August 2019 after Rahul Gandhi resigned in the wake of the party's Lok Sabha debacle in May 2019.PromotedListen to the latest songs, only on JioSaavn.comThere have been demands from a section of Congress leaders for having a full-time and active party president as well as an organisational overhaul.The demand grew louder after a storm in the party in August last year over a letter to Sonia Gandhi by a group of 23 leaders, including Ghulam Nabi Azad, Anand Sharma, Bhupinder Hooda, Prithviraj Chavan, Kapil Sibal, Manish Tewari and Mukul Wasnik raising these issues.",ndtv,L,,,,,
21,Attention Diverted From Lakhimpur Kheri Incident By Aryan Khan Case: Kapil Sibal,"Kapil Sibal also took a dig at the Centre over India slipping to 101st position in hunger index (File)New Delhi: Senior Congress leader Kapil Sibal on Friday alleged that attention was diverted from the Lakhimpur Kheri incident through the Aryan Khan drug case.He also alleged that a ""guilty till proven innocent"" template was being applied in the case of Aryan Khan, son of Bollywood actor Shah Rukh Khan.Aryan (23), arrested by the Narcotics Control Bureau (NCB) on October 3, will have to remain in jail for some more days as a court on Thursday, after hearing arguments, posted the matter for orders on October 20.""Aryan Khan -- Narcotics Control Bureau investigation -- New Jurisprudence: No evidence of: consumption, possession. Guilty till proven innocent. Attention successfully diverted from Ashish Mishra (Lakhimpur Kheri),"" Mr Sibal tweeted.Aryan KhanNarcotics Control Bureau investigationNew Jurisprudence:No evidence of :consumptionpossessionGuilty till proven innocentAttention successfully diverted from Ashish 𝐌𝐢𝐬𝐡𝐫𝐚 ( Lakhimpur Kheri )— Kapil Sibal (@KapilSibal) October 15, 2021Stepping up pressure over the Lakhimpur incident, a Congress delegation led by Rahul Gandhi had met President Ram Nath Kovind on Wednesday and urged him to ensure the immediate sacking of Union Minister Ajay Mishra and an impartial judicial probe by two sitting judges of the Supreme Court.Ajay Mishra's son Ashish Mishra, who has been named in an FIR, was arrested on Saturday by the Uttar Pradesh Police in connection with the mowing down of four farmers on October 3 in Lakhimpur Kheri in Uttar Pradesh.In another tweet, Mr Sibal also took a dig at the government over India slipping to 101st position in the Global Hunger Index (GHI) 2021 of 116 countries, from its 2020 position of 94th.PromotedListen to the latest songs, only on JioSaavn.comCongratulations Modi ji for eradicating :1) poverty2) hunger3) making India a global power4) for our digital economy5) …………… so much moreGlobal Hunger Index :2020 : India ranked 942021 : India ranks 101Behind Bangladesh , Pakistan & Nepal— Kapil Sibal (@KapilSibal) October 15, 2021""Congratulations Modi ji for eradicating: 1) poverty 2) hunger 3) making India a global power 4) for our digital economy 5) …………… so much more. Global Hunger Index: 2020 : India ranked 94. 2021: India ranks 101,"" the Rajya Sabha MP tweeted.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",ndtv,L,,,,,
22,Blog: The Lakhimpur Lesson - Hate Speech Finally A Liability For BJP?,"It could be easy to forget, amid the political white noise around the Lakhimpur violence, that the initial trigger was a hateful speech by a Union minister. The farmers crushed to death that fateful Sunday afternoon were amongst those who had gathered to protest comments made by Ajay Mishra, Minister of State for Home, in which he warned that he would ""sort (them) out in 2 minutes"" the agitators opposing the farm laws, now nearly a year old.While Mr Mishra's inciteful language is hardly new to Indian politics, the fact that it was made by a minister in charge of internal security, no less, and that he still remains in office indicates a dramatic shift under the present BJP dispensation when it comes to hate speech. And as the spiraling fallout from Lakhimpur demonstrates, that shift may no longer always play to the ruling party's advantage. Until not long ago, hate speech, though politically profitable, had to be deployed judiciously, especially by parties which had ascended to power. Not only is it bad form for lawmakers to make hateful comments that violate the law, the potential unrest it can trigger can make the ruling regime appear incompetent. This precarious tightrope was sought to be managed by dialing down the hate by those appointed to high office, and largely outsourcing divisive comment-making to fringe characters or outfits. Ruling parties in the past tried to maintain the slow drip of hateful rhetoric at the right dilution, enough to meet the desired outcome (deflecting public attention from misgovernance, firing up the base and so on), but without tipping the scales of hate so far that it could undermine their claims of providing stable governance.Under the present BJP, however, that precarious balance has been breached. Hate is no longer confined to the fringe.The slow drip is now a tidal wave. The galaxy of haters making anti-Muslim comments or threatening violence (or sometimes both) now routinely includes Union ministers, Chief Ministers, state ministers, MPs, MLAs, Governors and party bosses - the very men and women meant to ensure the observance of law.According to estimates by an NDTV project tracking hateful commentary by high-ranking political figures, 'VIP Hate' has witnessed an explosive jump of 790% in the first five years of the Modi government compared to the preceding five years of the UPA.And in Modi 2.0, it has gotten worse: the average monthly hate speech by high ranking figures has risen by 80% compared to Modi 1.0. Of the total of 315 hateful comments counted by us during the past seven years, 264 or 84% of all comments have come from top BJP functionaries versus 16% from high-ranking members of other political parties.Because of the BJP's other break from convention - its 'strongman' approach where mistakes are rarely conceded publicly - virtually none of the saffron party's 'VIP Haters' have faced legal or other consequences, even as their words have led to disastrous repercussions for others, Lakhimpur being the latest instance.This volcano of high-level, unpunished bigotry so far has done little to hurt the BJP's political prospects; in fact, it could be argued that the party's ever-ascending electoral graph parallels its outsize contribution to India's hate wave (despite the obvious contradiction of members of a government claiming to be tough on law and order routinely breaking the law themselves).The most egregious example of this was the Delhi state election of 2020, in which Home Minister Amit Shah, in charge of India's internal security, and also the reporting authority for Delhi's police force, directed - and participated in - one of the most communally-charged campaigns by the BJP in recent memory. Leader after leader - reportedly at Mr Shah's behest - drew aim at the multiple sit-in protests against the CAA/NRC that had sprung up across the city. A leader who now serves as Union Minister chanted ""Desh ke Gadaron ko Goli Maro Saalon Ko (shoot the traitors)"" from the stage. A BJP MP warned that the protestors of Shaheen Bagh would rape and kill the sisters of Delhi's citizens. Mr Shah himself asked voters to press the button for the BJP with such anger that it ""should send a current to Shaheen Bagh"", dislodging the protestors who had gathered there.While this hateful campaign did not result in electoral success - Arvind Kejriwal's Aam Aadmi Party won the capital resoundingly - the BJP ended up with a higher-than-expected 39% voteshare, which several analysts ascribed to a 'hate bump'. The Delhi campaign and result however also provided a glimmer of how unchecked, unpunished hate speech can backfire for the ruling regime. When the capital city, unsurprisingly, erupted into communal violence two weeks after the virulent campaign ended, the Home Minister was nowhere to be seen. Instead, National Security Advisor Ajit Doval, tasked with overseeing India's wider strategic-security concerns, had to play a sort of mohalla peacemaker, walking through the riot-hit lanes of North East Delhi to calm tempers between Hindus and Muslims.It speaks to the BJP's stranglehold over the public conversation that the backlash from Mr Shah's temporary vanishing act in the middle of the worst rioting the national capital has seen in decades did not last long, nor significantly dent his 'Mr Law and Order' image.But with Lakhimpur, the BJP is fighting a more tenacious political fire ignited by its latest VIP Hater. (It did not help that in neighboring Haryana, the BJP's Chief Minister ML Khattar, another constitutional head, added his own scoop of oil to the flames, urging a crowd of listeners to take ""tit for tat"" action against protesting farmers ). Varun Gandhi, the BJP MP from UP's Pilibhit, which neighbours Lakhimpur, has been public with his criticism of his party's handling of the imbroglio. (Mr Gandhi himself was filmed making virulent speeches ahead of the 2014 elections in which he threatened violent retaliation against Muslims.) Others in the party have chosen to express their disquiet anonymously - one nameless BJP functionary reportedly told The Indian Express that as a result of the mishandling of Lakhimpur, 'raita phail gaya hai (the mess has spread)'.Could this, then, finally be a lesson to the BJP, that when hate is let out of the bottle, it becomes impossible to ensure that it will only be directed at politically-convenient targets at politically-convenient times? It seems highly unlikely that Minister Mishra (or Chief Minister Khattar) would have risked making threats of violence against a crucial constituency like farmers in election season were it not for the extraordinary climate of impunity towards hate enabled by their party superiors.Initial indications suggest otherwise. Two days after the violence, in blissful indifference to multiple conflicts of interests, Mr Mishra got to present his defence not at a local police thana but at North Block, to his boss, Home Minister Shah. In effect, two high functionaries tasked with maintaining national law and order, and belonging to the same political party, confabulated over how to contain the fallout from the involvement of one of them in a cycle of hate speech and cold-blooded murder. If anyone has been penalised by the party, it is Varun Gandhi, who, along with his mother, has been dropped from the BJP's national executive.There are indications that the BJP may yet act against Mr Mishra; even if it does, it would be naive to assume a dramatic shift in the party's approach to hate speech. It has too many first-hand dividends from the politics of hate to significantly scale back. But even the rare concession of dropping a hate-spewing Union Minister, if indeed that happens, suggests that Lakhimpur may be the first real test of the political limits of the BJP's new normal, of brazening out the consequences of hateful incitement by high-level government figures.PromotedListen to the latest songs, only on JioSaavn.com(Sreenivasan Jain is Group Editor, NDTV)Disclaimer: The opinions expressed within this article are the personal opinions of the author. The facts and opinions appearing in the article do not reflect the views of NDTV and NDTV does not assume any responsibility or liability for the same.",ndtv,L,,,,,
23,Former BJP MLA Says Minister Behind Violence In Which Farmers Were Killed,"A special police team is trying to recreate the events of October 2, when four farmers were run downBallia: BJP leader Ram Iqbal Singh on Thursday accused Union Minister Ajay Mishra of the Lakhimpur violence and sought his sacking from Prime Minister Narendra Modi.He said that questions are also being raised about the prime minister for not sacking the minister.Singh alleged that Mishra was behind the Lakhimpur violence. His ""threatening statement"" added fuel to the fire.""He should have apologised to farmers but he only tried to defend his son. He has not regretted the incident yet. This incident is a blot on humanity,"" Mr Singh, BJP state executive member, told reporters.""His son crushed farmers to death under his car. He was arrested after the intervention of the Supreme Court, but even today the minister is sitting on the chair. In such a situation, Prime Minister Narendra Modi should sack him immediately,"" he said.In response to a question, Singh said that the image of the BJP government has been ""tarnished"" by the Lakhimpur incident and the Gorakhpur businessman murder case.He said that BJP workers have also been killed in the Lakhimpur incident and the government should also take care of them.""Activists across the state are angry due to the callousness of the government on this incident. Like the farmers, the government should also provide financial assistance to the relatives of the deceased workers and a job to their family members,"" he said.The former MLA claimed that the condition of dedicated party workers in the BJP has become like a ""bonded labourer"".The BJP leader has been criticising the government through his statements.He had earlier said that bureaucrats are running the government in the state and had also raised a question mark on handling of the second Covid wave by the Yogi Adityanath government.Eight people died in the October 3 violence and of them, four were farmers, allegedly knocked down by a vehicle carrying BJP workers.Infuriated farmers then allegedly lynched some people in the vehicles. The other dead included two BJP workers and their driver. In the incident, a journalist was also killed.Farmers claimed that Union minister Ajay Mishra's son Ashish Mishra was in one of the vehicles, an allegation denied by him and his father who say they can produce evidence to prove he was at an event at that time.PromotedListen to the latest songs, only on JioSaavn.comAshish Mishra ''Monu'' was arrested in the case on October 9 after 12 hours of questioning, and a court has accepted his police custody from October 12 to 15.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",ndtv,L,,,,,
24,"""Red Carpet Arrest..."": Farmer Leader Rakesh Tikait On Minister's Son's Arrest","Rakesh Tikait also said that ""rail roko"" protest would be held for 6 hours on October 18.Aligarh: Farmer leader Rakesh Tikait expressed dissatisfaction over the ongoing investigation into the Lakhimpur violence case on Thursday and said the ""red-carpet arrest"" of Junior Home Minister Ajay Mishra's son Ashish has fuelled anger among protesting farmers.Demanding the dismissal of Ajay Mishra, Mr Tikait said there cannot be a fair investigation in the case if the accused person's father continues to hold the chair.The minister's son Ashish Mishra, alleged to be in one of the cars that mowed down the protesters in Lakhimpur Kheri on October 3, was arrested after 12 hours of questioning last week.""The red carpet arrest of the minister's son who is the main accused in the incident has fuelled anger among the protesting farmers,"" Mr Tikait said.""The whole world understands that no justice can be given if the minister whose son is being investigated continues to hold his chair,"" Mr Tikait said at a function in Tappal town.Expressing dissatisfaction over the ongoing probe, he claimed that the minister was influencing the SIT investigation.He reiterated that the protest against the Lakhimpur violence would intensify if Ajay Mishra was not removed from his post.PromotedListen to the latest songs, only on JioSaavn.comThe Bhartiya Kisan Union leader said ""rail roko"" protest would be held for six hours on October 18.He said the Bharatiya Kisaan Union will hold a big kisan panchayat in Lucknow on October 26.",ndtv,L,,,,,
25,UP Farmers' Killing: Minister's Son Taken To Site To Recreate Crime Scene,"UP Violence: Ashish Mishra is junior Union Home Minister Ajay Mishra's sonLakhimpur Kheri, UP: Uttar Pradesh Police are attempting to ""recreate"" the horrific events that took place at Lakhimpur Kheri earlier this month, when four peacefully protesting farmers and a journalist were mowed down by a convoy of three vehicles, one of which belongs to Union Minister Ajay Mishra.The police brought Mr Mishra's son, Ashish, who is accused of the farmers' murder to the scene, along with his friend and co-accused Ankit Das, and are using cop cars to recreate the events of that day.Ashish Mishra has denied he was at the crime scene when the murders took place; he has claimed he was in his paternal village (around two km away) and stayed there all day.Visuals filmed by journalists at the scene showed a police jeep driving at high speed and crushing dummies (meant to represent the farmers who were run over) placed on the road.Another clip showed the crime scene secured with police tape; this, though, has raised questions about why the police did not secure the scene immediately after the incident and allowed everyone, including  and the media, unfiltered access for at least 48 hours.Other visuals - a decidedly surreal one - showed Ashish waving to crowds from inside the police jeep.Murder accused Ashish Mishra waving to crowds from inside a police jeepAshish Mishra was arrested last week - after spending nearly seven days as a free man despite being named in the FIR (first information report). Yesterday he was denied bail by a local court.Police remand ends today but they are likely to seek further custody so they can interrogate him.Ashish's arrest followed 12 hours of questioning by members of the police team formed to investigate the Lakhimpur incident, and that questioning came after an intervention by the Supreme Court, which asked UP Police if it was treating Ashish Mishra differently because of his high-profile father.The police had earlier denied that Ashish Mishra's obvious family connections had influenced them.A special police team is trying to recreate the events of October 2, when four farmers were run downYesterday a delegation of Congress leaders, led by Rahul Gandhi, met President Ram Nath Kovind, and urged him to speak to the government on this issue.The Congress and other opposition parties have demanded that Ajay Mishra - who, as the junior Home Minister, oversees national policing issues - step down in order to ensure a fair probe.""The families believe that till his minister father is in the post there can be no justice. This is also the demand of the people of the UP and all-right thinking people of the country... The president said he will consult the government,"" Priyanka Gandhi Vadra, who was part of the delegation, said.Rahul Gandhi demanded that two sitting Supreme Court judges should probe the Lakhimpur incident - currently being investigated by a SIT from UP Police. The Supreme Court, meanwhile, earlier ruled out a CBI investigation of the deaths, citing ""people involved"" - seen as a reference to Ajay Mishra.PromotedListen to the latest songs, only on JioSaavn.comBoth Ashish Mishra and his father have denied all charges.Mr Mishra told NDTV the car belonged to his family but neither he nor his son were in it at the time. He has resisted all calls to resign; he met his boss, Amit Shah, this month, after which government sources ruled out any possibility of his stepping down.",ndtv,L,,,,,
26,"Sidelined, BJP's Varun Gandhi Doubles Down With Vajpayee Video On Farmers","According to PTI, the video tweeted by Varun Gandhi was of Atal Bihari Vajpayee in 1980New Delhi: BJP MP Varun Gandhi - dumped from his party's National Executive this month after calling  for justice for the families of farmers killed in UP's Lakhimpur Kheri, and speaking out in support of other farmers protesting the centre's new laws - is in no mood to back down.This morning Mr Gandhi tweeted an undated video of (a very young-looking) Atal Bihari Vajpayee, in which the late former Prime Minister warns the government against intimidating farmers.According to news agency PTI the video is from 1980 and Mr Vajpayee is cautioning the then Indira Gandhi government against repressing farmers.""... warn the government against intimidating farmers. Don't try to scare us... Farmers are not going to be scared. We don't want to use farmers' movement for politics..."" Mr Vajpayee says in the video.""We support their genuine demands, and if the government tries to scare us, or misuse the laws, or disregard the peaceful movement of farmers, we will also become part of the movement,"" he adds.""Wise words from a big-hearted leader,"" is Mr Gandhi's comment on the shared video.Wise words from a big-hearted leader… pic.twitter.com/xlRtznjFAx— Varun Gandhi (@varungandhi80) October 14, 2021Earlier this month Varun Gandhi was dropped from the BJP's 80-member National Executive, as were his mother Maneka Gandhi and former Union Minister Birender Singh; all three have been seen as being sympathetic towards the farmers' protests against the centre's laws.Mr Gandhi is also the only BJP member, so far, to speak up on the Lakhimpur Kheri issue, in which Ashish Mishra, the son of junior Home Minister Ajay Mishra, is accused of murdering four farmers.The Pilibhit MP has not only demanded ""accountability"" but also wrote to Uttar Pradesh Chief Minister Yogi Adityanath to demand a CBI probe and Rs 1 crore compensation for the dead farmers' families.This week he also targeted Ajay Mishra over his comment that Khalistanis had engineered the Lakhimpur events; without naming him he slammed it as an attempt to give communal colour.Last week he tweeted a video of the black SUV ploughing through a group of peaceful protesters from behind, tagging it ""murder"" and saying that the video was enough to ""shake the soul"".The video is crystal clear. Protestors cannot be silenced through murder. There has to be accountability for the innocent blood of farmers that has been spilled and justice must be delivered before a message of arrogance and cruelty enters the minds of every farmer. ???????????????? pic.twitter.com/Z6NLCfuujK— Varun Gandhi (@varungandhi80) October 7, 2021The farmers' months-long protest against the centre's new farm laws has formed the backdrop for a series of hostile clashes between the ruling BJP and opposition parties, including a fierce stand-off during the monsoon session of Parliament that included physical confrontations in the final week.PromotedListen to the latest songs, only on JioSaavn.comThe protests have also included violent clashes between farmers and police in various states, most notably BJP-ruled Haryana. The violence has left dozens injured on both sides and drawn scathing criticism from the opposition, which has accused the centre of using brutal force against farmers.With input from PTI",ndtv,L,,,,,
27,"Union Minister's Son Denied Bail In UP Farmers Killing Case, 1 More Sent To Police Custody","Eight people, including four farmers, were ran over by.SUV owner by the minister. (File photo)Ashish Mishra, son of Union Minister of State for Home Ajay Mishra, was denied bail by a court on Wednesday in the Lakhimpur Kheri violence case.Senior prosecution officer (SPO) SP Yadav told PTI that Chief Judicial Magistrate Chinta Ram rejected the bail applications of Ashish Mishra and his alleged accomplice Ashish Pandey.Ashish Mishra, who was arrested on October 9 by the special investigation team after 12 hours of questioning, had been sent to three days in police custody from Tuesday.The court also remanded Shekhar Bharti, arrested on Tuesday, in police custody for three days.Police have so far arrested four people in connection with the case -- Ashish Mishra, Luvkush, Ashish Pandey and Bharti.One Ankit Das, who is said to be a close friend of Ashish Mishra, appeared before the SIT at the crime branch office in Lakhimpur earlier in the day.The investigators had summoned Das for questioning in connection with the October 3 violence that had left eight people, including four farmers, dead.Das is the nephew of former minister Akhilesh Das and the black SUV which allegedly knocked down the four farmers is said to be owned by him.PromotedListen to the latest songs, only on JioSaavn.comAt around 11 AM, Das along with a team of lawyers arrived at the crime branch office in the reserved police lines area, the police said.On Tuesday, Das and one other identified as Latif had moved an application for surrender before the chief judicial magistrate.",ndtv,L,,,,,
28,Lakhimpur Kheri Violence Accused Ankit Das Appears Before Probe Team,"Violence in Uttar Pradesh's Lakhimpur Kheri on October 3 left eight people dead. (File)Lakhimpur Kheri: Ankit Das, said to be a close friend of Tikonia violence accused Ashish Mishra, turned up before the special investigation team (SIT) at the crime branch office in Lakhimpur today, the police said.The investigators had summoned Ankit Das for questioning in connection with the October 3 violence which had left eight people, including four farmers, dead.Around 11 am, Ankit Das along with a team of lawyers arrived at the reserved police lines in Lakhimpur and reached the crime branch office located there, the police said.On Tuesday, Ankit Das and one other identified as Latif had moved an application for surrender at the court of the chief judicial magistrate.Ankit Das is the nephew of former minister late Akhilesh Das.The SUV which was behind the car that knocked down the four farmers is said to be owned by him.PromotedListen to the latest songs, only on JioSaavn.comThe police have so far arrested four people in connection with the case.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",ndtv,L,,,,,
29,"UP Minister Meets Families Of BJP Worker, Driver Killed In Lakhimpur Kheri","Uttar Pradesh Law Minister Brajesh Pathak meets families of BJP worker killed in violence.Lakhimpur Kheri: Uttar Pradesh Law Minister Brajesh Pathak today met the families of Bharatiya Janata Party (BJP) worker Shubham Mishra and car driver Hari Om who were killed in the violence in Lakhimpur Kheri on October 3.Last week, assuring that people involved in violence will be punished, the Uttar Pradesh law minister had said the matter is sub judice and the opposition parties should not politicise the incident.As many as eight people, including four farmers, had died in the violence that took place on October 3. The Uttar Pradesh police have so far arrested three people including Ashish Mishra.PromotedListen to the latest songs, only on JioSaavn.comSamyukt Kisan Morcha (SKM), a body of several farmer unions, had issued a statement regarding the incident claiming the death of four farmers and alleged that one of the four farmers was shot dead by Ashish Mishra, while the others had been allegedly run over by the vehicles of his convoy.(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",ndtv,L,,,,,
30,Will not let Assam become another Kashmir: Amit Shah on NRC,"In the light of the deadly terror attack on a CRPF convoy in Jammu and Kashmir, BJP chief Amit Shah while addressing a rally in Lakhimpur on Sunday raked up the issue of National Register of Citizens (NRC),  and said that the Centre “will not allow Assam to become another Kashmir”. “We will not allow Assam to become another Kashmir. That is why we have brought NRC (National Register of Citizens). We will deport each and every infiltrator with the help of NRC. We are committed to that,” he said. Promising that the sacrifices of the of the jawans would not go in vain, Shah firmly stated that the BJP-led NDA government is not ready to compromise on the security issue unlike its predecessor Congress. Calling it a ‘cowardly act’ by Pakistan-backed terrorists, Shah said that they would not be spared at any cost. “This cowardly act was done by Pakistani terrorists. Their (jawans’) sacrifices will not go in vain, because there is no Congress government at the Centre. It is BJP government and the Narendra Modi government will not compromise on any security issue,” he added. Bringing up the issue of the Assam Accord, the BJP chief slammed the opposition Congress and its former ally Asom Gana Parishad (AGP), saying that both the parties did nothing to implement the accord despite ruling most of the period since signing of the pact in 1985. Shah also touched upon the contentious Citizenship (Amendment) Bill, which the Centre failed to table in Rajya Sabha, saying misinformation was being spread about the bill. It was being made to appear as if it was only for Assam and other parts of the Northeast. “It was not only for Northeast, but for all refugees in the entire country. The way demography is changing in Assam, without the Citizenship Bill, the people of the state will be in big danger,” Shah said. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest India News, download Indian Express App.     ",indianexpress,N,,,,,
31,"Priyanka Gandhi’s first acquisition: a ‘vote-cutter’, off-and-on Congress ally in Uttar Pradesh","ONE of the first major decisions of Priyanka Gandhi Vadra as Congress general secretary in-charge of eastern Uttar Pradesh was alliance with the Mahan Dal — a party that the Congress has kept turning to in the past few Lok Sabha polls in the state, despite its poor electoral performance. Since it was conceived in 2008, the party that claims influence among “non-Yadav” OBC voters in over a dozen Lok Sabha constituencies in western UP has not won a single Lok Sabha or Assembly seat. It has the capacity to play the spoiler though — a fact that the Congress, kept out of the SP-BSP alliance, seems to be banking on. The support of non-Yadav OBCs was believed to have been key to the BJP’s win in the 2014 Lok Sabha and 2017 Assembly polls in UP. The Mahan Dal was formed by Keshav Dev Maurya, who was earlier associated with the SP and BSP, and lost the 2004 Lok Sabha elections as an Apna Dal candidate from Jaunpur. In 2009, the Mahan Dal contested its first Lok Sabha polls, in tie-up with the Congress, fighting from Aonla and Mainpuri seats. In Aonla, it got 56,233 votes while the difference of votes between the winner BJP and the runner-up SP was just 7,861 votes. In SP bastion Manipuri though, the Mahan Dal had a dismal show, getting only 1,187 votes. In 2012, the Mahan Dal contested the Assembly elections alone, fielding candidates in 74 seats and getting 6.83 lakh or 0.90 per cent of the total votes polled in the state. In the 2014 Lok Sabha polls, the Congress again had an alliance with the Mahan Dal, along with the Rashtriya Lok Dal (RLD). While eight seats were given to the RLD, three seats were given to the Mahan Dal, including Etah, Nagina and Badaun. The party ended up getting about 22,774 votes on these west UP seats. In the 2017 Assembly polls, the Mahan Dal contested on 14 seats alone, getting 96,087 or 0.11 per cent of the total votes polled in the state. All its 14 candidates lost their deposits. The Congress fought in alliance with the SP. The party had contested on two seats in the recent Assembly polls in MP too, and was runner-up in Jatara and at fourth place in Jaura. Maurya’s son and the state president of the party’s youth wing, Kishan Maurya, said the party has support among non-Yadav OBCs such as Kushwahas, Shakyas, Sainis and Mauryas, in Amroha, Hathras, Aonla, Badaun, Etah, Bijnor, Bareilly and Lakhimpur seats. “The Mahan Dal could not win any seats but the Congress benefited from our alliance in 2009. The situation in 2014 was different,” said Kishan, hinting at the Modi wave. On the alliance for the coming Lok Sabha polls, he said, “We will accept whatever the Congress offers.” He said the alliance would also be on for the 2022 Assembly polls. Maurya added that it was the Mahan Dal’s support that had helped the SP win the Noorpur Assembly by-election last year. “Earlier our maximum impact was on the BSP. Later, most of these sections (the non-Yadav OBCs) came out in support of the BJP, so the Mahan Dal will now cause damage to the BJP.” About how it can damage any party, Maurya was candid. “If larger alliances like the BJP’s or SP-BSP’s take us in, we are strong. Otherwise we cut votes… If we can’t cut votes, who will give us a share?” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Elections News, download Indian Express App.      
Lalmani Verma... read more",indianexpress,N,,,,,
